file,group,nb,%nb,%right
corpora/manifesto_pp/61320_201611_pp_wostw.txt,Overall,1700,0.11164379063505615,0.49529411764705883
corpora/manifesto_pp/61320_202011_pp_wostw.txt,1,354,0.11561071195297191,0.4971751412429379
corpora/manifesto_pp/61320_202011_pp_wostw.txt,2,75,0.040257648953301126,0.4533333333333333
corpora/manifesto_pp/61320_202011_pp_wostw.txt,3,216,0.14304635761589404,0.1527777777777778
corpora/manifesto_pp/61320_202011_pp_wostw.txt,4,370,0.10966212211025489,0.3837837837837838
corpora/manifesto_pp/61320_202011_pp_wostw.txt,5,1497,0.15469670352381937,0.6012024048096193
corpora/manifesto_pp/61320_202011_pp_wostw.txt,6,155,0.036470588235294116,0.3161290322580645
corpora/manifesto_pp/61320_202011_pp_wostw.txt,7,458,0.21462043111527648,0.4519650655021834
corpora/manifesto_pp/61320_202011_pp_wostw.txt,Overall,3125,0.12079628913799768,0.49312
corpora/manifesto_pp/61620_200411_pp_wostw.txt,1,511,0.0870824812542604,0.6457925636007827
corpora/manifesto_pp/61620_200411_pp_wostw.txt,2,61,0.06695938529088913,0.3442622950819672
corpora/manifesto_pp/61620_200411_pp_wostw.txt,3,218,0.15516014234875444,0.2018348623853211
corpora/manifesto_pp/61620_200411_pp_wostw.txt,4,473,0.08798363095238096,0.6765327695560254
corpora/manifesto_pp/61620_200411_pp_wostw.txt,5,451,0.1239010989010989,0.42350332594235035
corpora/manifesto_pp/61620_200411_pp_wostw.txt,6,180,0.03645200486026731,0.6166666666666667
corpora/manifesto_pp/61620_200411_pp_wostw.txt,7,232,0.1809672386895476,0.1896551724137931
corpora/manifesto_pp/61620_200411_pp_wostw.txt,Overall,2126,0.09077711357813835,0.49905926622765756
corpora/manifesto_pp/61620_200811_pp_wostw.txt,1,189,0.0824607329842932,0.5185185185185185
corpora/manifesto_pp/61620_200811_pp_wostw.txt,2,53,0.13554987212276215,0.2830188679245283
corpora/manifesto_pp/61620_200811_pp_wostw.txt,3,236,0.14114832535885166,0.3220338983050847
corpora/manifesto_pp/61620_200811_pp_wostw.txt,4,286,0.11224489795918367,0.4825174825174825
corpora/manifesto_pp/61620_200811_pp_wostw.txt,5,354,0.29524603836530444,0.1864406779661017
corpora/manifesto_pp/61620_200811_pp_wostw.txt,6,164,0.06307692307692307,0.5609756097560976
corpora/manifesto_pp/61620_200811_pp_wostw.txt,7,118,0.051550895587592835,0.3559322033898305
corpora/manifesto_pp/61620_200811_pp_wostw.txt,Overall,1400,0.10776691555692403,0.37642857142857145
corpora/manifesto_pp/61620_201211_pp_wostw.txt,1,255,0.10212254705646776,0.592156862745098
corpora/manifesto_pp/61620_201211_pp_wostw.txt,2,102,0.05402542372881356,0.6568627450980392
corpora/manifesto_pp/61620_201211_pp_wostw.txt,3,267,0.11973094170403588,0.40823970037453183
corpora/manifesto_pp/61620_201211_pp_wostw.txt,4,307,0.08914053426248549,0.6286644951140065
corpora/manifesto_pp/61620_201211_pp_wostw.txt,5,234,0.10626702997275204,0.45726495726495725
corpora/manifesto_pp/61620_201211_pp_wostw.txt,6,173,0.06808343171979536,0.6069364161849711
corpora/manifesto_pp/61620_201211_pp_wostw.txt,7,154,0.12222222222222222,0.461038961038961
corpora/manifesto_pp/61620_201211_pp_wostw.txt,Overall,1492,0.09289005105217284,0.5382037533512064
corpora/manifesto_pp/61620_201611_pp_wostw.txt,1,288,0.09154481881754609,0.5451388888888888
corpora/manifesto_pp/61620_201611_pp_wostw.txt,2,134,0.04296248797691568,0.6119402985074627
corpora/manifesto_pp/61620_201611_pp_wostw.txt,3,354,0.2675736961451247,0.22033898305084745
corpora/manifesto_pp/61620_201611_pp_wostw.txt,4,371,0.07843551797040169,0.6469002695417789
corpora/manifesto_pp/61620_201611_pp_wostw.txt,5,318,0.12694610778443113,0.34591194968553457
corpora/manifesto_pp/61620_201611_pp_wostw.txt,6,247,0.06313905930470348,0.631578947368421
corpora/manifesto_pp/61620_201611_pp_wostw.txt,7,182,0.1352154531946508,0.3626373626373626
corpora/manifesto_pp/61620_201611_pp_wostw.txt,Overall,1894,0.09431801205119267,0.469376979936642
