__id__	__unit__	__context__	__count__
4200	malheureux	193	1
4201	vengeance	193	1
4202	effet	193	1
4203	depuis	193	1
4204	promettre	193	1
4205	moment	193	1
4206	secours	193	1
4207	appréhender	193	1
4208	obéissance	193	1
4209	toujours	193	1
4210	rebuter	193	1
4211	désole..	193	1
4212	il	194	1
4213	me	194	1
4214	tenir	194	1
4215	parole	194	1
4216	mon	195	1
4217	vous	195	1
4218	ce	195	1
4219	je	195	1
4220	et	195	1
4221	le	195	3
4222	qui	195	1
4223	de	195	3
4224	du	195	1
4225	en	195	1
4226	voir	195	2
4227	donner	195	1
4228	me	195	2
4229	amour	195	1
4230	feu	195	1
4231	comme	195	1
4232	lieu	195	1
4233	croire	195	1
4234	hymen	195	1
4235	même	195	1
4236	monsieur	195	1
4237	Célie	195	1
4238	espoir	195	1
4239	retour	195	1
4240	brûler	195	1
4241	ardent	195	1
4242	promesse	195	1
4243	accompli	195	1
4244	que	196	2
4245	vous	196	2
4246	ce	196	1
4247	je	196	1
4248	et	196	1
4249	votre	196	1
4250	le	196	4
4251	qui	196	1
4252	de	196	3
4253	à	196	1
4254	du	196	1
4255	en	196	1
4256	très	196	1
4257	voir	196	1
4258	donner	196	1
4259	amour	196	1
4260	feu	196	1
4261	lieu	196	1
4262	dont	196	1
4263	croire	196	1
4264	hymen	196	1
4265	même	196	1
4266	monsieur	196	1
4267	Célie	196	1
4268	espoir	196	1
4269	seigneurie	196	1
4270	retour	196	1
4271	brûler	196	1
4272	ardent	196	1
4273	promesse	196	1
4274	accompli	196	1
4275	revoir	196	1
4276	humble	196	1
4277	serviteur	196	1
4278	que	197	1
4279	mon	197	1
4280	ce	197	1
4281	être	197	1
4282	on	197	1
4283	quoi	197	1
4284	ainsi	197	1
4285	trahir	197	1
4286	monsieur	197	1
4287	espoir	197	1
4288	que	198	1
4289	mon	198	2
4290	ce	198	1
4291	je	198	1
4292	le	198	1
4293	faire	198	1
4294	loi	198	1
4295	être	198	1
4296	devoir	198	1
4297	en	198	1
4298	suivre	198	1
4299	oui	198	1
4300	ainsi	198	1
4301	monsieur	198	1
4302	fille	198	1
4303	mon	199	2
4304	votre	199	1
4305	à	199	1
4306	devoir	199	1
4307	lui	199	1
4308	me	199	1
4309	père	199	1
4310	dégager	199	1
4311	promesse	199	1
4312	intéresser	199	1
4313	vers	199	1
4314	mon	200	1
4315	ce	200	1
4316	je	200	1
4317	le	200	1
4318	de	200	1
4319	à	200	1
4320	être	200	1
4321	il	200	1
4322	en	200	1
4323	bon	200	1
4324	pour	200	2
4325	père	200	1
4326	mais	200	1
4327	son	200	1
4328	affaire	200	1
4329	Valère	200	1
4330	venir	200	1
4331	répondre	200	1
4332	tu	200	1
4333	bientôt	200	1
4334	apercevoir	200	1
4335	te	200	1
4336	ton	200	1
4337	fille	200	1
4338	conclure	200	1
4339	sentiment	200	1
4340	commandement	200	1
4341	démentir	200	1
4342	tantôt..	200	1
4343	assurément	200	1
4344	vous	201	1
4345	ici	201	1
4346	qui	201	1
4347	seigneur	201	1
4348	amener	201	1
4349	Villebrequin	201	1
4350	que	202	1
4351	mon	202	2
4352	vous	202	1
4353	ce	202	1
4354	je	202	2
4355	avoir	202	1
4356	un	202	1
4357	pouvoir	202	1
4358	et	202	2
4359	votre	202	1
4360	le	202	6
4361	qui	202	1
4362	de	202	2
4363	savoir	202	1
4364	accepter	202	1
4365	époux	202	1
4366	du	202	2
4367	bien	202	1
4368	en	202	2
4369	me	202	1
4370	tout	202	2
4371	comme	202	1
4372	vivre	202	1
4373	dont	202	1
4374	avec	202	1
4375	œil	202	1
4376	tromper	202	1
4377	rompre	202	1
4378	secret	202	1
4379	ôter	202	1
4380	depuis	202	1
4381	fille	202	1
4382	parent|parents	202	1
4383	cacher	202	1
4384	absolument	202	1
4385	sous	202	1
4386	hyménée	202	1
4387	parole	202	1
4388	important	202	1
4389	matin	202	1
4390	donné	202	1
4391	fil|fils	202	1
4392	lien	202	1
4393	quatre	202	1
4394	moi|mois	202	1
4395	lise	202	1
4396	naissance	202	1
4397	casser	202	1
4398	alliance	202	1
4399	viens..	202	1
4400	ne	203	1
4401	que	203	3
4402	mon	203	1
4403	vous	203	1
4404	là	203	1
4405	je	203	1
4406	un	203	1
4407	et	203	1
4408	par	203	1
4409	votre	203	2
4410	de	203	1
4411	à	203	1
4412	autre	203	1
4413	être	203	2
4414	sans	203	1
4415	si	203	1
4416	époux	203	1
4417	lui	203	1
4418	en	203	1
4419	me	203	1
4420	Lélie	203	1
4421	son	203	1
4422	engager	203	1
4423	Valère	203	1
4424	se	203	1
4425	puis	203	1
4426	Célie	203	1
4427	moi-même	203	1
4428	promettre	203	1
4429	fille	203	1
4430	retour	203	1
4431	aujourd	203	1
4432	vertu	203	1
4433	celer	203	1
4434	empêcher	203	1
4435	longtemps	203	1
4436	fil|fils	203	1
4437	briser	203	1
4438	congé	203	1
4439	ailleurs	203	1
4440	dès	203	1
4441	riche	203	1
4442	agréer	203	1
4443	un	204	1
4444	plaire	204	1
4445	tel	204	1
4446	me	204	1
4447	fort	204	1
4448	choix	204	1
4449	mon	205	1
4450	ce	205	1
4451	un	205	1
4452	et	205	1
4453	de	205	1
4454	aller	205	1
4455	éternel	205	1
4456	vie	205	1
4457	bonheur	205	1
4458	juste	205	1
4459	envie	205	1
4460	couronner	205	1
4461	le	206	2
4462	pour	206	1
4463	aller	206	1
4464	donner	206	1
4465	jour	206	1
4466	foi	206	1
4467	se	206	1
4468	choisir	206	1
4469	ne	207	1
4470	jamais	207	2
4471	que	207	2
4472	vous	207	3
4473	ce	207	2
4474	avoir	207	1
4475	un	207	1
4476	pouvoir	207	1
4477	et	207	1
4478	le	207	2
4479	de	207	1
4480	mieux	207	1
4481	moi	207	1
4482	être	207	1
4483	plus	207	1
4484	on	207	1
4485	bien	207	1
4486	en	207	1
4487	voir	207	2
4488	jeter	207	1
4489	dans	207	1
4490	tout	207	1
4491	esprit	207	1
4492	fort	207	1
4493	rien	207	1
4494	croire	207	2
4495	fait	207	1
4496	-ci	207	1
4497	quand	207	1
4498	cocu	207	1
4499	apparence	207	1
4500	faux	207	1
4501	créance	207	1
4502	exemple	207	1
4503	ressouvenir	207	1
