token,id,G1,G2,G3,G4,G5,G6,G7,G8
actually,30,0.3333326686798772,7.271916756983999e-07,4.668172408033669e-07,4.251853839892866e-07,0.3333321687691971,2.6754405999867194e-07,2.681000811367755e-07,0.33333300771248425
add,31,0.4999994822009985,1.247582826872701e-06,1.914169883491722e-06,0.24998775627784703,1.7173996324236111e-06,2.2061959724885342e-06,6.551239552807453e-06,0.24999912493328644
addition,32,1.8119857672188225e-05,0.0009965125549158459,2.218249353385561e-05,0.33335595615374136,1.888091040549462e-05,0.3333588395656557,0.33221243820069396,1.7070263381622346e-05
additional,33,7.893530119934803e-07,5.935567413153811e-07,7.273097680584627e-07,9.840308822011047e-07,8.386788081083008e-07,0.33333320280502293,0.3333309987947885,0.3333318654709769
address,34,0.16667669701847299,0.33333400380455064,0.08334477576186981,1.5038525845080867e-05,0.08334928658207781,0.16240784307850595,0.17085883859167764,1.3516637000133406e-05
adequate,35,0.00013711529703255073,5.0668625058279615e-06,9.945485959624377e-06,9.770725422530522e-06,0.9998102682826494,1.1231469803683096e-05,1.0171037472035508e-05,6.430839154486487e-06
adherence,36,4.5142019258672613e-07,8.244461702150302e-07,5.629796312267917e-07,0.9999944047496367,1.0511213994617403e-06,4.83948638045602e-07,1.6750809105699889e-06,5.462534211675038e-07
adjustment,37,4.1581117124024875e-07,3.4450873055395426e-07,0.9999959215335644,5.962572302138175e-07,5.493377329509231e-07,1.0829057848934815e-06,6.535667697375503e-07,4.360790159127221e-07
administration,38,0.2662936238900819,0.2110080199458513,0.022241014200905528,0.13567735203889106,0.1333768461523379,0.061933724148191045,0.10495635134668473,0.06451306827705648
administrative,39,4.6425991594214936e-07,3.624439393529107e-07,2.8955967173465574e-07,5.273864600897501e-07,6.809427699428603e-07,0.9999959531936621,1.2802703422441365e-06,4.419432386444839e-07
admire,40,2.3124850685999712e-07,0.999997208687838,5.054603783503182e-07,4.922439997596467e-07,4.2979656761159123e-07,1.5280457172914598e-07,4.3042725310992324e-07,5.493308847256822e-07
adopt,41,0.9689710303147154,0.00015517501367681108,0.00015334150572143227,0.0001598030362309211,0.030077037091175658,0.00013846891144693042,0.0002105575457403056,0.00013458658129251474
adoption,42,3.912961924646632e-07,6.461772194551969e-07,5.695504001799209e-07,7.159038744022282e-07,0.9999949017879767,8.548143147076792e-07,1.2634818641706277e-06,6.569881578018046e-07
adult,43,4.692797498238018e-07,4.6380981394559696e-07,8.303256846180307e-07,5.099227304802924e-07,5.091519340809729e-07,0.3333313328713679,6.638856327752924e-07,0.6666652207530864
advance,44,0.1428184415370017,0.42843955718186694,4.005529571678948e-06,3.9277318937227774e-05,0.14286658070344882,0.142964159295786,0.14286438692819928,3.591505188353604e-06
advanced,45,6.445621615123708e-07,5.00793617078784e-07,0.9999958838322911,6.076901819978374e-07,6.015412571153628e-07,5.888846974307284e-07,8.348021584540498e-07,3.378936352441253e-07
advantage,46,6.940337730826351e-07,0.49999696008653133,8.965444169831378e-07,1.0022218607088419e-06,9.715172984516882e-07,0.4999978613525845,9.338128799908745e-07,6.804306550228593e-07
adversary,47,0.0024139742457519884,0.9974309829304622,1.5110415813434928e-05,2.1764979018541323e-05,4.808511382753142e-05,9.872146804911802e-06,3.545233361390271e-05,2.4757834707369166e-05
advice,48,6.942376319539555e-07,0.9999919583596675,1.4896503029220123e-06,9.68841879207664e-07,1.2844252927806747e-06,1.01356305099409e-06,1.3630067555287973e-06,1.2279154192602802e-06
affair,49,0.0009199080688596026,8.797222163818727e-05,3.291950479773553e-05,0.4990557751922876,4.287242818571276e-05,2.381145663404366e-05,0.4997701730776429,6.65680499543599e-05
affiliate,50,0.0006541848385268784,0.999142025810424,2.1686448386145083e-05,3.2030728311032085e-05,2.5758024227844838e-05,4.32572387504016e-05,5.269995935605801e-05,2.835695201752031e-05
affirm,51,4.612104013292658e-06,2.230469331377523e-05,0.9997631826437753,1.1032135747952432e-05,1.3714398003176221e-05,4.225380109670272e-06,2.0064732829180693e-05,0.00016086391220767476
affirmative,52,5.409028853936874e-07,0.9999929342272027,7.38093630829207e-07,8.959583498201668e-07,1.43831420362177e-06,7.444126856037405e-07,1.5014414275557196e-06,1.2066496142907667e-06
afflict,53,0.00030148709831799575,0.5454030497358576,0.00036875750491965057,0.0003061930408588968,0.0003435812341253087,0.00022789789956294233,0.00031180076654513926,0.4527372327198124
afford,54,6.369102220406795e-07,0.16665787336964955,0.16666856108973296,1.0146402775085076e-06,8.896042072826853e-07,0.16666810554653178,7.34706019331731e-07,0.5000021841333595
affordable,55,0.17858187547718893,0.002943712719755811,0.4542109191950158,0.09094781624642258,2.3464874621125887e-05,0.2728218327201849,0.0004322353425201696,3.814342429072408e-05
afghan,56,5.321307079624076e-07,8.307336269474866e-07,2.47594034384178e-07,4.731540227055347e-07,0.9999965306339883,2.8933013010724073e-07,7.086691600513699e-07,3.8775432926025304e-07
afghanistan,57,0.28571472773568335,1.3167071034922757e-06,2.286133451851145e-07,0.14285685764781542,0.42857045653898757,3.2025582091185597e-07,0.1428556377272088,4.54774035290573e-07
africa,58,6.924092345291574e-07,0.2857145087609661,5.25598250663997e-07,0.7142794591293529,8.457567520900633e-07,1.7061364871654926e-06,1.474383741468281e-06,7.878252151177577e-07
african,59,0.9999924850258565,1.2008396757464288e-06,1.2118780225352197e-06,1.1214194360479734e-06,7.850119636323616e-07,6.840961695517995e-07,1.5741108259611275e-06,9.376180500325555e-07
africanamerican,60,0.0002151867087508609,0.00030108024449758896,0.5709853588009595,0.0003839268027787241,0.00026221196756213896,0.00034638663604300067,0.4269908949393609,0.0005149539000472959
africas,61,2.1774376402569282e-06,3.416074993008864e-06,2.424509089308107e-06,1.7684189697968416e-05,2.5543898700917493e-06,0.9999667002400234,3.0323734041331045e-06,2.0107852817742853e-06
aftermath,62,5.84715921570822e-07,1.5529391436994927e-06,2.428192578209505e-07,5.104501006022606e-07,0.9999955805805096,3.171159594196015e-07,7.457244171180731e-07,4.656546900896502e-07
afterschool,63,5.611387064214743e-07,7.462225482232399e-07,1.6127269699219523e-06,9.555419732985932e-07,7.579940248130183e-07,0.9999927148159758,1.196634157700639e-06,1.4549256435618359e-06
age,64,8.483945085391589e-06,1.2931407380064079e-05,0.000637501896504694,0.39930036361810123,8.05535835202658e-06,0.6000046038154659,1.207709881175611e-05,1.5982860298915572e-05
agency,65,4.4545325062197634e-07,3.6260822748664633e-07,3.905378978140124e-07,7.409539304025226e-07,0.9999957121690468,9.106041227760219e-07,9.795509025201357e-07,4.581226213747536e-07
agenda,66,0.4989484157220608,0.0008983198388566588,1.147669041194933e-05,2.8366913072716196e-05,0.5000259141307957,1.7091567156817875e-05,5.324319440832577e-05,1.7171943237057483e-05
agent,67,0.9999979990250236,2.7988188408522337e-07,1.943807957648526e-07,2.867689648448481e-07,3.489313781563365e-07,2.698580527934253e-07,2.9557897558770957e-07,3.2557492531093854e-07
aggressive,68,0.9999976485705439,3.652762064288921e-07,2.423991343720154e-07,3.8457587619790876e-07,4.6894675142324706e-07,2.2425768238438718e-07,3.610845692727018e-07,3.048892359843848e-07
aggressively,69,0.4999983266944764,5.512643367919371e-07,3.9274462067916905e-07,6.091224336461094e-07,7.340205273816155e-07,4.3057797692679576e-07,5.595483648438593e-07,0.4999983960272632
ago,70,5.753341882868436e-07,0.7499975012987485,6.633355792161553e-07,7.354506241166934e-07,0.24999849098852628,5.874310036887009e-07,5.497975265486712e-07,8.963638032890793e-07
agree,71,2.8854975538778866e-07,0.4999990292337226,4.4928022013107953e-07,5.110456354726276e-07,0.49999814860430675,2.998866168305696e-07,6.716505778506217e-07,6.01749165055188e-07
agreement,72,1.810645437571194e-06,0.230771858170918,1.5736014271745558e-06,0.38448860823061065,0.15384731686782502,3.736423373007938e-06,5.327616202000949e-06,0.23087976844420657
agriculture,73,6.094964775190156e-05,0.010204070695736261,9.652757748968561e-05,0.0001827829275390753,7.41765583514217e-05,0.9891141518393701,0.00017869096863149208,8.864978513005559e-05
ahead,74,0.00026290560059808067,0.000396754546820955,0.00022216533697297242,0.21068635421368576,0.0002686859850279382,0.00021703503361479777,0.2877117766656686,0.5002343226176108
aid,75,0.16672108965498292,6.462918212131759e-05,0.5000493641398999,6.571726671605656e-05,8.768743126573557e-05,0.041412196878325425,0.12487765994955007,0.16672165549713855
air,76,0.48583120943161834,5.920538766903492e-05,0.5078793614629652,6.276415462696708e-05,0.00012950086310524998,4.53980086084561e-05,5.7273233851478674e-05,0.005935287457555123
aircraft,77,1.2067473205596958e-06,0.9999941295222284,4.464322189512169e-07,9.371899923615635e-07,9.527328858706128e-07,9.66654271866919e-07,7.960470514697533e-07,5.64674030388119e-07
airport,78,0.49999960554170453,4.2520527853281634e-07,2.868822398558416e-07,5.076802155297333e-07,0.4999973365353034,6.825821033746792e-07,7.201496078833272e-07,4.354235468105346e-07
al,79,0.6000114111000037,0.39998133183057394,7.51693247335062e-07,1.2467960767819283e-06,1.4854802881222443e-06,7.932637630211429e-07,1.67309606882825e-06,1.3067399783695138e-06
alaska,80,6.207388837915884e-07,6.699286322597788e-07,4.021454859776975e-07,0.9999959008961032,5.735936134360005e-07,6.082191946058105e-07,7.000491276285509e-07,5.244289588961389e-07
alert,81,0.9999985940004384,2.2540797083495248e-07,1.369005470949406e-07,1.725596663978741e-07,3.7349349386872187e-07,1.4290322847080068e-07,2.2230877873326202e-07,1.3242587592116415e-07
alive,82,3.426669608085403e-07,8.077624013847885e-07,4.775237394965423e-07,3.8977447009740444e-07,4.512079185644805e-07,1.7397906297314145e-07,3.154504417488759e-07,0.9999970416350049
allegedly,83,1.2111607059627147e-05,0.9997143726614555,7.712889989401349e-06,1.031943455906894e-05,2.1001155770805862e-05,0.00020030063638460375,1.2089173548352552e-05,2.2092441232522756e-05
alliance,84,4.082182473144775e-05,0.23402359326353764,0.11642169968705526,0.3278709312843621,5.360996304105346e-05,3.0133756365173724e-05,0.3215235116630408,3.56985578664686e-05
allow,85,0.23532576468336816,0.11766602160277398,0.047707825670073964,0.017913662550474975,0.2941964944356655,0.09965381366058552,0.011028572822208156,0.1765078445748498
allows,86,5.888953054402058e-07,5.925711313445948e-07,8.608131645291423e-07,8.755359046695684e-07,1.3099431178321698e-06,8.879780879747317e-07,8.406401391178146e-07,0.999994043623149
ally,87,0.3322874935938481,0.2401867593624842,0.0833486567755549,0.010722775281035388,0.08337017532245028,1.0080986247066867e-05,0.2500464407132477,2.7617965132424355e-05
almost,88,4.593472236948529e-07,0.333332207359114,4.437958582314316e-07,4.927968387439853e-07,6.410721671833239e-07,4.1777161651368583e-07,4.3187233204265494e-07,0.6666649059848496
alone,89,0.12496721214936699,0.500001974322045,0.1250025029158309,0.12500028985599057,2.8241491812779293e-05,2.049654334723104e-06,1.878681212838532e-05,0.12497894279849067
along,90,9.180672903954584e-07,0.4999985880366346,5.596254231334151e-07,9.183591745353117e-07,8.130882404908771e-07,5.881423300158777e-07,0.49999673427010716,8.804107996658886e-07
already,91,0.0779133378916443,0.00011382342786204255,0.00029118313073788594,0.3998053402923071,9.492946610323308e-05,5.154634029757797e-05,0.20002278113446156,0.3217070583165863
also,92,0.1714523198948132,0.13670779073190878,0.11456678746461117,0.14382392925896748,0.14194412509679402,0.17752476129486155,0.02824002182518971,0.08574026443285405
alternative,93,8.269808423609786e-06,0.500005978273261,0.49953400891605465,1.5053737577397114e-05,8.94373600515968e-06,1.668517401991942e-05,1.637090596893027e-05,0.00039468944868937714
always,94,0.14285969619136557,0.14255798152732027,0.4285761993661481,0.14286051144869688,6.0504281470566354e-06,1.921949653765316e-06,3.765100636976294e-06,0.14313387398803137
alzheimers,95,0.9999973355188054,2.8198594481655893e-07,5.344735815777685e-07,2.928968804153482e-07,2.5962255525075605e-07,3.912082400746264e-07,3.523519245268268e-07,5.519420677603098e-07
amazing,96,7.471745813069543e-06,0.4996180363469248,1.1358475494142741e-05,0.5000083801880737,0.00033173089339462127,5.166190893222326e-06,7.0255821520605524e-06,1.0830577254376948e-05
ambassador,97,1.0359331039719815e-06,2.0024581964853425e-06,7.165283784423655e-07,2.8731749480195275e-06,1.2093363328050573e-06,6.843573284622083e-07,0.999990318270452,1.1599412597237822e-06
amendment,98,6.855657027723268e-07,1.2534510370428644e-06,5.610477476207587e-07,9.496725424076825e-07,1.1905334598565542e-06,1.6739094816330792e-06,1.7628230006550573e-06,0.9999919229970281
america,99,0.06967548866282126,0.1926526358436126,0.14161571988558672,0.1589927273208113,0.1161283150125484,0.03529902075708711,0.10205509928757488,0.18358099322995783
americaa,100,5.304788040085888e-07,8.207592065660217e-07,4.572508240193304e-07,0.9999958909215473,5.870910606963846e-07,4.901447657422478e-07,7.382658363490314e-07,4.85087955372426e-07
american,101,0.10059759880726356,0.13213474632396824,0.1346496590943176,0.16582967426494236,0.10064244212776714,0.15096030620774353,0.1045678785098623,0.11061769466413525
americans,102,2.5047313143743624e-05,0.06256957558037685,0.0963527913159607,0.27846230747686807,4.055186740878174e-05,0.19014726112126834,0.1250496449385434,0.24735282038643014
americas,103,0.10394399066711124,0.05337315417540483,0.17754864514369992,0.21057873435659924,0.05193422827986679,0.15794256511010943,0.21188340463558772,0.03279527763162082
americorps,104,3.246862336038158e-07,3.652992377920211e-07,6.345680007221173e-07,5.638716994317185e-07,5.78052561556889e-07,7.429651165524437e-07,1.0026430675987312e-06,0.9999957879140827
among,105,2.8540612527129723e-05,5.6918951641012e-05,3.227443619515498e-05,0.008333015471264353,4.1883331357612666e-05,0.33335904134485617,0.32514895580123504,0.33299937005092356
analysis,106,6.434116731688497e-07,4.7608683733682857e-07,4.345463889507077e-07,8.192333074776666e-07,0.9999954499622139,6.841357117813427e-07,1.1045723422297054e-06,3.880515251187541e-07
analyst,107,6.403171609781399e-07,5.458923101327589e-07,5.048232208065822e-07,7.491554138955427e-07,0.9999952867327268,7.658270975576207e-07,9.523835986901867e-07,5.548684711450819e-07
analyze,108,4.068021634804664e-07,4.40640843947072e-07,5.181399806820583e-07,7.086194363853211e-07,0.9999963663540189,5.521370253234148e-07,7.060748022961175e-07,3.0123172891607585e-07
angler,109,5.71737470819502e-07,6.377828848081723e-07,5.989193906799668e-07,0.9999961149057616,4.442143037853322e-07,5.39818070329072e-07,4.687191525790485e-07,6.239029653037021e-07
annan,110,5.754921332866443e-07,0.9999956086112605,3.6808145725442116e-07,6.494084229510307e-07,7.777316645882603e-07,4.1898249038006235e-07,9.378905432435325e-07,6.638020276640117e-07
anniversary,111,3.0418951935956784e-07,0.9999971619645025,3.2833194553100436e-07,4.6338271187755175e-07,3.9645339761310555e-07,3.2326870090998486e-07,5.848904721997601e-07,4.3751874984782765e-07
another,112,0.00032830746615184186,0.0005555215750971334,0.44737212394880604,0.00032878563226360763,0.0003686100888164136,0.0002538961805577349,0.00029478357889418954,0.5504979715294129
answer,113,0.3333325640541457,0.33333336146043285,6.839164916571144e-07,5.306299356955409e-07,9.165362263249958e-07,4.0169740616417147e-07,0.3333306717005526,8.700048090515661e-07
antimissile,114,1.2625780276074056e-06,0.9999930771571596,5.013341268661962e-07,1.0852822661009696e-06,1.499599719363706e-06,9.531962537190378e-07,1.1258041338832753e-06,4.950483128194668e-07
anywhere,115,4.435667752310258e-06,6.5534264293394415e-06,0.999906794463495,6.458778628144407e-05,5.896544787121351e-06,3.090523881717559e-06,3.089033410135699e-06,5.552553962906346e-06
apart,116,8.065445609659462e-06,0.5000100789023646,8.68239988375243e-06,8.487843070063575e-06,8.249531638165547e-06,7.728823459975761e-06,0.00025800677075201145,0.4996907002832217
apparatus,117,7.371862500007842e-07,5.536324828086541e-07,3.233852604456351e-07,6.70323224438023e-07,0.9999961536073783,5.232469877231739e-07,6.970796303903933e-07,3.4153878600977843e-07
appeal,118,3.807651925168478e-07,1.1163852765771752e-06,4.495410624315749e-07,6.147327851455131e-07,8.877061514158938e-07,5.142380659716982e-07,0.999995160452945,8.761785210197113e-07
appear,119,5.352865712407087e-07,0.9999966049400079,4.312749190889377e-07,4.7683388236142024e-07,6.058406038420087e-07,2.9032650422921167e-07,4.4531185433495e-07,6.101856570433396e-07
apply,120,3.686804886537845e-07,4.1604501279624404e-07,0.9999956322950982,6.091839261406798e-07,8.512904684131874e-07,7.797390883072959e-07,8.048293623833206e-07,5.379365548619721e-07
appoint,121,0.46401624257336915,0.5001385633569004,9.502638588545e-05,0.00011917684300697264,0.0001565877128857367,0.035153962114619804,0.00019258656954964138,0.0001278544437828239
appointment,122,5.338010800450809e-07,9.087200339400679e-07,4.7437709538603483e-07,6.844277812592021e-07,0.9999946366541321,6.39671716233457e-07,1.381105134333025e-06,7.412430267888155e-07
approach,123,0.11111135052143682,0.22222145881559754,0.22222221280513732,0.22222206704852718,0.11111142420368424,0.11110969132312197,1.3010934492419367e-06,4.941890457206619e-07
appropriate,124,5.87452795483474e-07,4.895623667569909e-07,8.312710032770937e-07,8.252987337303033e-07,0.3333331395745985,7.116545430515639e-07,0.6666628910697722,5.241161870369923e-07
appropriately,125,1.1253525226345473e-06,1.0833945608956675e-06,1.5467928117539964e-06,1.3366515560626674e-06,1.780096025379956e-06,1.1069606811112744e-06,0.9999908322238897,1.188527952400945e-06
aq,126,2.413868796930598e-05,3.121972398041324e-05,2.0623414804128246e-05,0.998972968509779,0.0008653049918617725,2.701021201713581e-05,3.558908271078003e-05,2.314537687750059e-05
arab,127,3.7185757607042025e-07,9.137276361583129e-07,2.2063663439514065e-07,5.579392566401194e-07,5.856563414000788e-07,2.968382899999233e-07,0.9999966658979617,3.8744630351862724e-07
arabia,128,7.910897715482463e-07,1.3471317252175312e-06,3.5870063668201466e-07,1.0297238330118375e-06,0.9999938158778503,6.818726317339625e-07,1.2819272455709491e-06,6.93676305802138e-07
arbitrary,129,8.720078353503748e-07,1.2123888780294824e-06,0.9999917455176035,9.376570738628393e-07,2.051621501558936e-06,7.073913134009223e-07,1.462945128667295e-06,1.0104706657255213e-06
area,130,1.4901145904986645e-05,1.0640735144834745e-05,0.0006251834319591788,0.33263445412267917,0.33333416645083674,2.0153203965534646e-05,0.33334657577306603,1.3925136443408499e-05
arm,131,0.44448869080215314,0.11115664892786464,0.11348824394288948,0.008905598166464851,0.11103959235617318,0.10210362317259611,0.00013922840079414028,0.1086783742310645
armistice,132,3.848872116790985e-07,0.9999978428218428,1.317374625026269e-07,3.3226645911498834e-07,4.382093005863582e-07,1.7971745287080534e-07,4.533406467359516e-07,2.3701962382568374e-07
armor,133,8.405342782410679e-07,9.416865561741596e-07,0.9999950235076357,6.951495075653575e-07,8.223325306419352e-07,5.231573306866256e-07,5.81900587968223e-07,5.717315731133212e-07
armored,134,0.000549270091777195,0.8199061274940229,0.00017961314215430576,0.0003512211480778212,0.0004602073092358021,0.00024080375473578848,0.17806249771466937,0.0002502593453269144
army,135,1.04155368683278e-06,1.1564258175938904e-06,2.6405130576474773e-07,4.838634745069608e-07,0.9999954474470694,2.8420027233462857e-07,8.435022808892186e-07,4.789560925868752e-07
armys,136,0.9999982591865186,4.6205966347872036e-07,1.0480396832292928e-07,2.1349055127231535e-07,3.625672027801858e-07,1.1368864174071618e-07,2.7879421207346486e-07,2.0540924165297554e-07
around,137,0.08814001750554813,0.11769039045282828,0.05094394551786831,0.18430162515022397,0.17650792482852679,0.11769123264445445,0.2646824353366823,4.242856386782045e-05
array,138,5.224287195693239e-07,5.463569952032396e-07,5.450163024484143e-07,0.9999957497709808,6.853885028067623e-07,7.591379887643939e-07,7.569112678093572e-07,4.3498924245542813e-07
arrive,139,6.762149076016373e-05,9.913876203414478e-05,4.517525224510857e-05,0.4951359805409624,0.5000820705690767,2.963722706016026e-05,0.004489699462073155,5.067669578804621e-05
arsenal,140,5.030675950182807e-06,2.9100882223654457e-05,2.8863479557406907e-06,4.459922444385377e-06,4.550358757038175e-06,4.169173145908496e-06,0.9999452484903661,4.5541491569253566e-06
arsenic,141,0.9999978039049535,2.721929062407547e-07,3.0029245010929863e-07,3.191827193756307e-07,2.418437685631584e-07,3.962749625387951e-07,2.3476804937158784e-07,4.315401901560575e-07
ashcroft,142,0.00025477935822304493,0.0004019900814264603,0.00014958826570970424,0.0002746655863686553,0.0002920983769469444,0.00022946288145177495,0.8605103369312823,0.1378870785185911
asia,143,4.143761812083792e-07,8.645845582405527e-07,3.272585563088874e-07,0.9999959561927738,4.822512541202268e-07,4.591488574280829e-07,1.0277095535812947e-06,4.684782652396318e-07
asian,144,0.9999964126846832,5.352994573452267e-07,3.600566422741283e-07,5.900625292466169e-07,3.7111525640414764e-07,5.047723259476462e-07,7.352200291913715e-07,4.907890763484546e-07
ask,145,0.333332363861381,0.33333224659929556,6.12337075382073e-07,4.3197077842707823e-07,6.839267797084132e-07,3.4322163899309704e-07,4.292520179331802e-07,0.33333288883103307
assault,146,0.3332756439261586,5.093583802979625e-05,8.502034518416153e-07,1.3494317435900057e-06,3.354532941935283e-06,1.0555215746643625e-06,2.0280891184570003e-06,0.6666647824569811
assemble,147,5.215675470045591e-07,0.9999957477748846,6.16176983477994e-07,7.149152469786942e-07,8.543000299288646e-07,5.353282681937229e-07,6.176829702206412e-07,3.922540695264771e-07
assessment,148,4.829327509185837e-07,3.5347766231168436e-07,5.393223782415415e-07,7.090913021902157e-07,8.078750216745312e-07,7.918047967737709e-07,0.9999959636213505,3.518747374275257e-07
asset,149,0.9999906958872273,4.874920677814342e-07,7.542715001900191e-07,1.3784680027200072e-06,9.71200283373632e-07,2.8620035237896258e-06,1.6265691546827324e-06,1.224108240072384e-06
assign,150,0.9999964011384443,5.050487959291532e-07,4.3346590227228026e-07,5.061627374758546e-07,6.738995308168285e-07,4.4552992728939176e-07,6.265333286484283e-07,4.0822133326789646e-07
assignment,151,0.9999979610107754,3.799564957659538e-07,1.9308787198260104e-07,2.7978673520144625e-07,3.6326134535509203e-07,2.1157694230371697e-07,3.4044065510751383e-07,2.7087917884043174e-07
assist,152,8.240974161574302e-07,0.2499983572634444,8.603651304268754e-07,9.471690089127104e-07,0.25000025985269764,9.084397033653994e-07,0.49999720656471935,6.36247879681981e-07
assistance,153,0.33334092832797885,9.119288196303655e-06,0.333339047241199,0.16519752500005289,0.1666829567400854,1.5919923219029126e-05,0.0014025722615657996,1.1931217702714395e-05
assume,154,4.877060174538335e-07,1.0821079624178094e-06,6.525798464842676e-07,6.8986527536919e-07,1.015901292936955e-06,4.2067563850764843e-07,9.727194823559183e-07,0.9999946784444845
asymmetrical,155,0.9999977021188432,3.8143071240687e-07,2.484811074249737e-07,3.8324209312732817e-07,3.3220710782260083e-07,3.5071723775557185e-07,3.480906298051326e-07,2.537122684790805e-07
